id,filename,ethnicity,age_group,gender
1,img001.png,Northern European,26-40,female
2,img002.png,Northern European,26-40,female
3,img003.png,Northern European,26-40,male
4,img004.png,Northern European,26-40,female
5,img005.png,Northern European,26-40,female
6,img006.png,Northern European,26-40,female
7,img007.png,Northern European,26-40,female
8,img008.png,Northern European,26-40,female
9,img009.png,Northern European,26-40,male
10,img010.png,Northern European,26-40,male
11,img011.png,Northern European,26-40,female
12,img012.png,Northern European,26-40,male
13,img013.png,Northern European,26-40,male
14,img014.png,Northern European,26-40,female
15,img015.png,Northern European,26-40,female
16,img016.png,Northern European,26-40,male
17,img017.png,Northern European,26-40,male
18,img018.png,Northern European,26-40,male
19,img019.png,Northern European,26-40,female
