id,filename,ethnicity,age_group,gender
1,img001.png,Indian,26-40,female
2,img002.png,Indian,26-40,male
3,img003.png,Indian,26-40,female
4,img004.png,Indian,26-40,male
5,img005.png,Indian,26-40,male
6,img006.png,Indian,26-40,male
7,img007.png,Indian,26-40,female
8,img008.png,Indian,26-40,male
9,img009.png,Indian,26-40,female
10,img010.png,Indian,26-40,male
11,img011.png,Indian,26-40,female
12,img012.png,Indian,26-40,female
13,img013.png,Indian,26-40,male
14,img014.png,Indian,26-40,female
15,img015.png,Indian,26-40,female
16,img016.png,Indian,26-40,male
17,img017.png,Indian,26-40,male
18,img018.png,Indian,26-40,male
19,img019.png,Indian,26-40,female
20,img020.png,Indian,26-40,female
21,img021.png,Indian,26-40,female
